web-scraper-order,web-scraper-start-url,beer_name,beer_name-href,review
"1666729714-441","https://www.beeradvocate.com/beer/top-rated/","Abraxas","https://www.beeradvocate.com/beer/profile/25888/76393/","Reviewed by philbe311 from Pennsylvania

4.3/5  rDev -3.8%
look: 3.75 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25Minimalist dark khaki colored lopsided froth... Minimal retention... Color is an inky black... Huge aroma that can be detected without bringing nose near the glass... Cinnamon... Vanilla... Peppers... Cocoa... Loads of depth and complexity on the nose make this a delight... The complexity follows through to the palate... All the expected characters are present... Nothing dominates... They all ebb and flow lending to the richness and complexity... Full bodied... Sleek... A touch of chalkiness on the finish... World class exquisite brew... Well rounded... Complex... Challenging yet enjoyable... Wonderful beer and wonderful experience...Apr 30, 2022"
"1666729714-442","https://www.beeradvocate.com/beer/top-rated/","Abraxas","https://www.beeradvocate.com/beer/profile/25888/76393/","Rated: 4.28 by BrewsOverHoes from Georgia

Apr 22, 2022"
"1666729714-443","https://www.beeradvocate.com/beer/top-rated/","Abraxas","https://www.beeradvocate.com/beer/profile/25888/76393/","Reviewed by Rug from Massachusetts

4.49/5  rDev +0.4%
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5Crowler filled at Half Time in Mamaroneck on 3/26/22, unknown vintage but presumably the latest release from 2021



Yet another legendary Stout acquired at Half Time yesterday! The difference in rankings between this and the barrel aged version of it is shocking to me, at #245 vs #3, respectively. Still, I’m expecting a quality beer with this one. Let’s get into it



Pours jet black with a finger of dark tan head that fades to a thin cap and leaves minimal lacing



The peppery spice in the nose is really nice, it combines well with everything. I’m picking up on aromas of chipotle pepper, earthy cinnamon, roasty coffee, milk chocolate, spicy whiskey, light raisin, and vanilla



The balance carries over into taste, with the pepper adding a nice but firm spice. On the front end of the sip I’m tasting milk chocolate, cocoa powder, sweetened coffee, chili pepper, dates, and vanilla. The swallow brings notes of earthy cinnamon, cocoa powder, vanilla, spicy whiskey, roasty coffee, and toasted oak



A medium body pairs with gentle carbonation, resulting in a silky beer. Finishes mostly dry with a nice sweetness



This is a very good beer. The balance is really nice and nothing is overwhelming. I can’t wait to try the BA versionMar 27, 2022"
"1666729714-444","https://www.beeradvocate.com/beer/top-rated/","Abraxas","https://www.beeradvocate.com/beer/profile/25888/76393/","Rated: 4.7 by TakiMan42

Mar 18, 2022"
"1666729714-445","https://www.beeradvocate.com/beer/top-rated/","Abraxas","https://www.beeradvocate.com/beer/profile/25888/76393/","Rated: 4.23 by GOBLIN from Ohio

Mar 15, 2022"
"1666729714-446","https://www.beeradvocate.com/beer/top-rated/","Abraxas","https://www.beeradvocate.com/beer/profile/25888/76393/","Rated: 4.61 by Dope from Massachusetts

Mar 12, 2022"
"1666729714-447","https://www.beeradvocate.com/beer/top-rated/","Abraxas","https://www.beeradvocate.com/beer/profile/25888/76393/","Reviewed by bbtkd from South Dakota

4.48/5  rDev +0.2%
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5Perennial Abraxas Imperial Stout 2021, 11.5% ABV. Pours black and thick with a one-finger medium brown head that left no lacing but the cap lingered. Nose is chocolate, cinnamon, and faint peppers. Taste follows, weak pepper, plus vanilla. The more it warmed, the cinnamon really popped, nose and taste. Excellent smooth and thick mouthfeel, overall world class. Way better than Prairie Bomb or Stone Xocoveza.Mar 06, 2022"
"1666729714-448","https://www.beeradvocate.com/beer/top-rated/","Abraxas","https://www.beeradvocate.com/beer/profile/25888/76393/","Rated: 4.75 by akopczyk from Ohio

Feb 16, 2022"
"1666729714-449","https://www.beeradvocate.com/beer/top-rated/","Abraxas","https://www.beeradvocate.com/beer/profile/25888/76393/","Rated by Captain69 from Illinois

3.93/5  rDev -12.1%
look: 4 | smell: 4 | taste: 3.75 | feel: 4.25 | overall: 4great mixture of flavors - can't taste the chill peppers mostly cocoa flavor comes thruJan 25, 2022"
"1666729714-450","https://www.beeradvocate.com/beer/top-rated/","Abraxas","https://www.beeradvocate.com/beer/profile/25888/76393/","Rated: 5 by birdsellam from Indiana

Jan 25, 2022"
"1666729714-451","https://www.beeradvocate.com/beer/top-rated/","Abraxas","https://www.beeradvocate.com/beer/profile/25888/76393/","Rated: 4.47 by Dgman8053 from New York

Jan 22, 2022"
"1666729714-452","https://www.beeradvocate.com/beer/top-rated/","Abraxas","https://www.beeradvocate.com/beer/profile/25888/76393/","Rated: 4.32 by Appearanceswc from Virginia

Jan 17, 2022"
"1666729714-453","https://www.beeradvocate.com/beer/top-rated/","Abraxas","https://www.beeradvocate.com/beer/profile/25888/76393/","Rated: 4.5 by not2quick from Missouri

Jan 13, 2022"
"1666729714-454","https://www.beeradvocate.com/beer/top-rated/","Abraxas","https://www.beeradvocate.com/beer/profile/25888/76393/","Reviewed by Historiker from Ohio

4.79/5  rDev +7.2%
look: 5 | smell: 4.75 | taste: 4.75 | feel: 5 | overall: 4.75If you're a fan of Christmas Bomb or Xocoveza, then congrats - you're already a fan of Abraxas.



A pretty leisurely pour into an imperial pint glass produced a thick, beautiful 4 inch tan head. The head itself appeared slowly and almost dramatically, and only after I'd stopped pouring. It breaks down slowly, forming a 1/2"" cap with fantastic lacing.



Smelled of molasses, cinnamon, cacao, and chilies. This is a beautiful aroma, very reminiscent of Christmas Bomb, but smoother and more refined.



Taste followed the nose, but with pronounced maltiness that really ties the whole thing together. Too often, winter releases use cinnamon either to conceal deficiencies or act as second fiddle to sugar or honey. Abraxas employs the chilies and cinnamon to great effect, creating a flavor profile that perfectly compliments the vanilla and cacao. To drink this brew is to drink mastery in action.



The mouthfeel of this beer is complex. Drink it before the head dissipates, and you have a milkshake. Drink it after the head reduces down to a 1/2"" cap, and you have a thick, viscous, smooth delight. Very light carbonation.



I paid around $25 for a 750ml bottle, and it was worth every penny. This is perfect for a Christmas get together, or just a cold winter night. Most definitely in the same class as Christmas Bomb or Xocoveza, but Abraxas is the elder statesman of the group. Buy it, and be prepared to be amazed.Dec 27, 2021"
"1666729714-455","https://www.beeradvocate.com/beer/top-rated/","Abraxas","https://www.beeradvocate.com/beer/profile/25888/76393/","Reviewed by mnredsoxfan69 from Minnesota

4.65/5  rDev +4%
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75A: pours opaque black with a thick, dark brown , 4 finger head that slowly dissolves to a 1/4"" cap. Lots of lacy legging on the sides on the draw down. 



S: redolent of cinnamon and cocoa and chillies.



T: roasted malts and chilies up front, with cocoa and cinnamon right behind. The alcohol is buried right behind without being hidden.



F: Viscous and smooth on the tongue. Light to almost non-existent carbonation.



O: A supreme Russian imperial stout with chilies. A little expensive but worth it.Dec 26, 2021"
"1666729714-456","https://www.beeradvocate.com/beer/top-rated/","Abraxas","https://www.beeradvocate.com/beer/profile/25888/76393/","Rated: 4.39 by BeerForMuscle from New Jersey

Dec 25, 2021"
"1666729714-457","https://www.beeradvocate.com/beer/top-rated/","Abraxas","https://www.beeradvocate.com/beer/profile/25888/76393/","Reviewed by bluejacket74 from Ohio

4.53/5  rDev +1.3%
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5750 ml bottle, no bottle date that I noticed on it but it's a 2021 vintage, 11.5% ABV. Served in a snifter, the beer pours dark brown/black with about an inch or so frothy tan head that stuck around a while. There's also a good amount of lacing. I like the aroma, the brew smells like Ancho chilies, cinnamon, vanilla, roasted malt, cacao nibs and some earthiness. For the most part I think the taste is similar to the aroma, but with the addition of some dark bread, coffee and burnt/charred malt flavors. I think all the flavors mesh well together with no one flavor overpowering the others. Mouthfeel/body is full, it's creamy and coating with a low/moderate amount of carbonation. Easy and enjoyable to drink for sure. I thought this was a pretty good overall brew, worth picking up if you get the chance!Dec 23, 2021"
"1666729714-458","https://www.beeradvocate.com/beer/top-rated/","Abraxas","https://www.beeradvocate.com/beer/profile/25888/76393/","Rated: 4.29 by Branlott42 from Missouri

Dec 19, 2021"
"1666729714-459","https://www.beeradvocate.com/beer/top-rated/","Abraxas","https://www.beeradvocate.com/beer/profile/25888/76393/","Rated: 4.4 by o29 from Texas

Dec 19, 2021"
"1666729714-460","https://www.beeradvocate.com/beer/top-rated/","Abraxas","https://www.beeradvocate.com/beer/profile/25888/76393/","Rated: 4.24 by Humanusfermentum from Virginia

Dec 15, 2021"
"1666729714-461","https://www.beeradvocate.com/beer/top-rated/","Abraxas","https://www.beeradvocate.com/beer/profile/25888/76393/","Reviewed by Mark-Leggett from Missouri

4.67/5  rDev +4.5%
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75Poured from a bottle. Very dark with a thick tan head. Smells of chocolate, coffee, roasted grains, cinnamon and peppers. Very thick mouth feel with flavors of chocolate, cinnamon, peppers and roasted grain. Very unique and it all seems to work together very well. Not something you drink a lot of but something you should try.Dec 08, 2021"
"1666729714-462","https://www.beeradvocate.com/beer/top-rated/","Abraxas","https://www.beeradvocate.com/beer/profile/25888/76393/","Reviewed by STLHop-Hed from Missouri

4.84/5  rDev +8.3%
look: 4.5 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75The first time I've tried this was on Valentines day at a dinner at one of my favorite restaurants w/ beer pairings with Perennial beer. It was one that really stood out and I enjoyed them all. Had it a few months after that because I found it at my favorite beer shop(the only place I know that almost exclusively sells nothing but beer and a small selection of liquor). It was just as good as the first time. The only beer I've had that's similar in taste to this is Firestone-Walker's Mole Merkin. There's a ton of flavor in this beer but they all mix together quite wonderfully. This is one of my favorite beers, I'm big on stouts and this one is up there with the best of em . Update for 2021-2022 version, it was as good as the first time I've tried it. One of my all time favorite beers, I can't recommended it enough! If anyone sees it out in the wild definitely pick it up because it can be quiet hard to come by, even for locals.Oct 29, 2021"
"1666729714-463","https://www.beeradvocate.com/beer/top-rated/","Abraxas","https://www.beeradvocate.com/beer/profile/25888/76393/","Rated: 4.5 by beermanben from Wisconsin

Oct 05, 2021"
"1666729714-464","https://www.beeradvocate.com/beer/top-rated/","Abraxas","https://www.beeradvocate.com/beer/profile/25888/76393/","Reviewed by jcbphd from Missouri

4.57/5  rDev +2.2%
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4 | overall: 4.5Drinking 2017 Abraxas and it's fantastic. Deep rich cocoa, cinnamon, vanilla with just a hint of spice. Very well integrated. This is holding up exceedingly well for being 4 years old.Oct 04, 2021"
"1666729714-465","https://www.beeradvocate.com/beer/top-rated/","Abraxas","https://www.beeradvocate.com/beer/profile/25888/76393/","Rated: 4.12 by AlpacaAlpaca from New York

Oct 03, 2021"
"1666729714-466","https://www.beeradvocate.com/beer/top-rated/","Abraxas","https://www.beeradvocate.com/beer/profile/25888/76393/","Rated: 4.56 by timmy2b from New York

Sep 05, 2021"
"1666729714-467","https://www.beeradvocate.com/beer/top-rated/","Abraxas","https://www.beeradvocate.com/beer/profile/25888/76393/","Rated: 4.5 by rstump24 from Ohio

Aug 24, 2021"
"1666729714-468","https://www.beeradvocate.com/beer/top-rated/","Abraxas","https://www.beeradvocate.com/beer/profile/25888/76393/","Rated: 4.47 by winehead247 from Georgia

Aug 04, 2021"
"1666729716-469","https://www.beeradvocate.com/beer/top-rated/","The Abyss","https://www.beeradvocate.com/beer/profile/63/34420/","Rated: 4.2 by forum8417 from New Jersey

Apr 01, 2022"
"1666729716-470","https://www.beeradvocate.com/beer/top-rated/","The Abyss","https://www.beeradvocate.com/beer/profile/63/34420/","Reviewed by Iamaskier from Idaho

4.27/5  rDev -4.5%
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25No head. Smell is rich dark chocolate, cherry, hints of coffee and bourbon. Lots going on in the mouth— upfront cherry, milk and dark chocolate, hoppy pine bitterness, caramel, oak char, coffee on the finish, and a bit more hops. The barrel is there, though it doesn’t dominate. Feel is thick and smooth. The kind of beer that you can mull over and find all sorts of different things.Mar 09, 2022"
"1666729716-471","https://www.beeradvocate.com/beer/top-rated/","The Abyss","https://www.beeradvocate.com/beer/profile/63/34420/","Rated: 4.75 by mvansis

Feb 13, 2022"
"1666729716-472","https://www.beeradvocate.com/beer/top-rated/","The Abyss","https://www.beeradvocate.com/beer/profile/63/34420/","Rated: 4.25 by ryand14 from Michigan

Feb 11, 2022"
"1666729716-473","https://www.beeradvocate.com/beer/top-rated/","The Abyss","https://www.beeradvocate.com/beer/profile/63/34420/","Rated: 4.25 by bacher468 from Pennsylvania

Feb 11, 2022"
"1666729716-474","https://www.beeradvocate.com/beer/top-rated/","The Abyss","https://www.beeradvocate.com/beer/profile/63/34420/","Rated: 4.83 by lukej from Alaska

Jan 27, 2022"
"1666729716-475","https://www.beeradvocate.com/beer/top-rated/","The Abyss","https://www.beeradvocate.com/beer/profile/63/34420/","Rated: 4.29 by Silke_Neryn from Sweden

Jan 25, 2022"
"1666729716-476","https://www.beeradvocate.com/beer/top-rated/","The Abyss","https://www.beeradvocate.com/beer/profile/63/34420/","Rated: 4.46 by DrewTheBrew from Ohio

Jan 24, 2022"
"1666729716-477","https://www.beeradvocate.com/beer/top-rated/","The Abyss","https://www.beeradvocate.com/beer/profile/63/34420/","Rated: 4.31 by PDinunzi from New Jersey

Jan 22, 2022"
"1666729716-478","https://www.beeradvocate.com/beer/top-rated/","The Abyss","https://www.beeradvocate.com/beer/profile/63/34420/","Rated: 4.18 by Appearanceswc from Virginia

Jan 17, 2022"
"1666729716-479","https://www.beeradvocate.com/beer/top-rated/","The Abyss","https://www.beeradvocate.com/beer/profile/63/34420/","Reviewed by JamFuel from Sweden

4.49/5  rDev +0.4%
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5Pours jet black with fine chocolate colored head.



Smell is roasty and sweet wth notes of coffee, hazelnuts, chocolate, oak, vanilla, cinnamon and a hint of ginger.



Taste is roasty and a bit sweet. Notes of bourbon, oak, vanilla, cinnamon, coffee, dark chocolate, cocoa and a slight hint of smoked ham. Soft bitterness with a finish of tobacco, licorice and tar pastilles. Lots going on, a quite deep and complex.



Mouthfeel is medium to full sm ooth and well carbonated.



Overall, a great stout. A long time want of mine that absolutely delivered.Jan 15, 2022"
"1666729716-480","https://www.beeradvocate.com/beer/top-rated/","The Abyss","https://www.beeradvocate.com/beer/profile/63/34420/","Rated: 4 by not2quick from Missouri

Jan 13, 2022"
"1666729716-481","https://www.beeradvocate.com/beer/top-rated/","The Abyss","https://www.beeradvocate.com/beer/profile/63/34420/","Rated: 4.36 by odenbr12 from New Jersey

Jan 04, 2022"
"1666729716-482","https://www.beeradvocate.com/beer/top-rated/","The Abyss","https://www.beeradvocate.com/beer/profile/63/34420/","Rated: 4.67 by MoreIPAs from Pennsylvania

Dec 31, 2021"
"1666729716-483","https://www.beeradvocate.com/beer/top-rated/","The Abyss","https://www.beeradvocate.com/beer/profile/63/34420/","Rated: 4.75 by Ziosa from Missouri

Dec 29, 2021"
"1666729716-484","https://www.beeradvocate.com/beer/top-rated/","The Abyss","https://www.beeradvocate.com/beer/profile/63/34420/","Rated: 4.63 by jslywiak from California

Dec 22, 2021"
"1666729716-485","https://www.beeradvocate.com/beer/top-rated/","The Abyss","https://www.beeradvocate.com/beer/profile/63/34420/","Rated by musicsherlock from New York

5/5  rDev +11.9%
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5At the brewery. 2015 vintage tasted 12/10/21



FantasticDec 10, 2021"
"1666729716-486","https://www.beeradvocate.com/beer/top-rated/","The Abyss","https://www.beeradvocate.com/beer/profile/63/34420/","Reviewed by Spikester from Oregon

4.25/5  rDev -4.9%
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25Deep dark opaque liquid with one finger of brown head. Lacing is minor so far.

Smell is rich dark coffee molasses a hint of licorice.

Taste is bitter dark roasted coffee dark chocolate molasses and a hint of licorice.

Mouthfeel is full with good carbonation. The finish is bitter sweet and rich.

Overall a delicious stout. Packaged on 4/28/21.Dec 07, 2021"
"1666729716-487","https://www.beeradvocate.com/beer/top-rated/","The Abyss","https://www.beeradvocate.com/beer/profile/63/34420/","Rated: 4.24 by EMH73 from New York

Dec 05, 2021"
"1666729716-488","https://www.beeradvocate.com/beer/top-rated/","The Abyss","https://www.beeradvocate.com/beer/profile/63/34420/","Rated: 4.75 by Resistance88 from California

Nov 16, 2021"
"1666729716-489","https://www.beeradvocate.com/beer/top-rated/","The Abyss","https://www.beeradvocate.com/beer/profile/63/34420/","Rated: 4.44 by Dgman8053 from New York

Nov 02, 2021"
"1666729716-490","https://www.beeradvocate.com/beer/top-rated/","The Abyss","https://www.beeradvocate.com/beer/profile/63/34420/","Rated: 4.5 by Taenim from New Jersey

Oct 30, 2021"
"1666729716-491","https://www.beeradvocate.com/beer/top-rated/","The Abyss","https://www.beeradvocate.com/beer/profile/63/34420/","Rated: 4.57 by Danzifer from Ohio

Oct 10, 2021"
"1666729716-492","https://www.beeradvocate.com/beer/top-rated/","The Abyss","https://www.beeradvocate.com/beer/profile/63/34420/","Rated: 4.23 by Jcoleman4 from Ohio

Sep 14, 2021"
"1666729716-493","https://www.beeradvocate.com/beer/top-rated/","The Abyss","https://www.beeradvocate.com/beer/profile/63/34420/","Rated: 4.89 by MeIquiades from Illinois

Aug 29, 2021"
"1666729716-494","https://www.beeradvocate.com/beer/top-rated/","The Abyss","https://www.beeradvocate.com/beer/profile/63/34420/","Rated: 4.25 by rstump24 from Ohio

Aug 24, 2021"
"1666729716-495","https://www.beeradvocate.com/beer/top-rated/","The Abyss","https://www.beeradvocate.com/beer/profile/63/34420/","Reviewed by backblast from Alaska

4.48/5  rDev +0.2%
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5Pours black with a thick tan head that dissipated quickly and some lacing.



Taste up front heavy malts, licorice and dark fruits with a hint of oak and char. Very smooth and creamy feel that coats your mouth and lingers well into the finish. A very nice offering.Aug 23, 2021"
"1666729716-496","https://www.beeradvocate.com/beer/top-rated/","The Abyss","https://www.beeradvocate.com/beer/profile/63/34420/","Reviewed by Holderness from Massachusetts

4.06/5  rDev -9.2%
look: 4.5 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4Lots of licorice, herbal hops, roast. An old-school American imperial stout. Wet bourbon character, not a lot of barrel. good if you like something strong and bitterAug 22, 2021"
"1666729716-497","https://www.beeradvocate.com/beer/top-rated/","The Abyss","https://www.beeradvocate.com/beer/profile/63/34420/","Reviewed by chum_husk from Minnesota

2.98/5  rDev -33.3%
look: 2.75 | smell: 2.75 | taste: 3.75 | feel: 1 | overall: 2.7522oz bottle, dripped in wax an' all that, 2018 release, almost 3 years old to the date (short by about 3 weeks). ""Brewed with blackstrap molasses and licorice, cherry bark, vanilla bean, 50% is aged in bourbon, wine, and oak"". Scored this bad-boy pre-aged from the best beer store in the state (shhhh... it was $6)



Pours up black, smelling boozy and woody. This is breakfast in my ****ed-up world, cheers! Extremely milk chocolate sweet but the sweetness is thankfully cut by the barrel and spirits. But still, molasses, raisin, mocha coffee dominate. It's drinkable, but HOT, even considering the 11.4%. Other 'competitors' cover up the alc more betterer, but maybe that's the point here. If you are a boozer, you may appreciate this aspect more; me, I'm a beer'er and this is too busy to be beer. I'm a purist in a weird way, and this just has too much going on. The wine and oak don't add anything, it's just all harsh grain alcohol cutting through saccharine dark fruit. Perfectly drinkable, but why?Aug 21, 2021"
"1666729716-498","https://www.beeradvocate.com/beer/top-rated/","The Abyss","https://www.beeradvocate.com/beer/profile/63/34420/","Rated: 5 by kblomseth from California

Aug 19, 2021"
"1666729716-499","https://www.beeradvocate.com/beer/top-rated/","The Abyss","https://www.beeradvocate.com/beer/profile/63/34420/","Rated: 4.61 by CAcker from California

Aug 09, 2021"
"1666729716-500","https://www.beeradvocate.com/beer/top-rated/","The Abyss","https://www.beeradvocate.com/beer/profile/63/34420/","Reviewed by Emichaelbray from Pennsylvania

4.58/5  rDev +2.5%
look: 4.75 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5Has anyone ever said, “I cannot wait to drink this glass of what looks like boiled motor oil?” Well motor oil comes out of the container looking more like an IPA so that adjective (oily) never seemed correct. Dirty motor oil, I guess. 

If my car ran on The Abyss I would do much more walking and biking. 

It’s dark. Like an abyss! Wow, ironic!

It smells like cocoa malt candy joy. It smells like Jamaican Blue Mountain if it was half as good as they say. 

The taste absolutely follows. It’s all been said before. Malty chocolate caramel licorice dark fruit heaven. It’s good! There’s some alcohol in that taste, however, more than most are willing to say. 

You guys try that French toast version that’s around in 2021? Odd! Add cinnamon and maple to the above and you have it. 

It’s good. As I have said here before, better does exist. BBA Darkness, for example. But Abyss is lovely!Aug 05, 2021"
"1666729716-501","https://www.beeradvocate.com/beer/top-rated/","The Abyss","https://www.beeradvocate.com/beer/profile/63/34420/","Rated: 4.48 by o29 from Texas

Jul 17, 2021"
"1666729716-502","https://www.beeradvocate.com/beer/top-rated/","The Abyss","https://www.beeradvocate.com/beer/profile/63/34420/","Rated by Newbeergeek1 from Maine

3.75/5  rDev -16.1%
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75I waxn't enamored with this as others it seems. Don't know exactly why, maybe just me having a bad day? Maybe. But very glad I tried it.Jul 02, 2021"
"1666729716-503","https://www.beeradvocate.com/beer/top-rated/","The Abyss","https://www.beeradvocate.com/beer/profile/63/34420/","Reviewed by MikeWard from Pennsylvania

4.17/5  rDev -6.7%
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25Crowler split with a friend. Picked up at Sabatinis in Exeter Pa a week ago 



Looks decent enough in a large wine glass. Jet black body, small tan head doesn't last too long, hence not much lacing.



Faintly boozy aroma, almost RIS-like. A little molasses, faint smoke.



On tasting, the roast is pretty strong on this one. There are some dark fruit notes, and some warmth from the barrel. Light bourbon notes. Does feel smooth rolling around the tongue. Some molasses, and even faint soy.



Mouth between medium and full, finish a warm boozy roast.



Overall, not as good as I hoped, roast a bit much for this palate.Jun 20, 2021"
"1666729716-504","https://www.beeradvocate.com/beer/top-rated/","The Abyss","https://www.beeradvocate.com/beer/profile/63/34420/","Rated: 4 by Rkitchen from Michigan

Jun 19, 2021"
"1666729719-505","https://www.beeradvocate.com/beer/top-rated/","Bourbon Barrel Oro Negro","https://www.beeradvocate.com/beer/profile/1432/243557/","Rated: 4.31 by tdm168 from Pennsylvania

Jun 26, 2022"
"1666729719-506","https://www.beeradvocate.com/beer/top-rated/","Bourbon Barrel Oro Negro","https://www.beeradvocate.com/beer/profile/1432/243557/","Rated: 4.44 by BLPasch from Michigan

Jun 12, 2022"
"1666729719-507","https://www.beeradvocate.com/beer/top-rated/","Bourbon Barrel Oro Negro","https://www.beeradvocate.com/beer/profile/1432/243557/","Rated: 4.46 by ScottP from New Hampshire

May 28, 2022"
"1666729719-508","https://www.beeradvocate.com/beer/top-rated/","Bourbon Barrel Oro Negro","https://www.beeradvocate.com/beer/profile/1432/243557/","Rated: 4.4 by Ben1313 from New Hampshire

May 28, 2022"
"1666729719-509","https://www.beeradvocate.com/beer/top-rated/","Bourbon Barrel Oro Negro","https://www.beeradvocate.com/beer/profile/1432/243557/","Reviewed by BigIronH from Michigan

3.75/5  rDev -16.3%
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75Decent vanilla character, some oaky barrel notes, plenty of spice from the habaneros and a spicy cinnamon note that hits in just the right spot. Very good beer.May 18, 2022"
"1666729719-510","https://www.beeradvocate.com/beer/top-rated/","Bourbon Barrel Oro Negro","https://www.beeradvocate.com/beer/profile/1432/243557/","Rated by KT3418 from Colorado

4.47/5  rDev -0.2%
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5This is definitely awesome and delectable. I probably can't say anything different that someone else already hasn't. Just buy a bottle if you see itMay 15, 2022"
"1666729719-511","https://www.beeradvocate.com/beer/top-rated/","Bourbon Barrel Oro Negro","https://www.beeradvocate.com/beer/profile/1432/243557/","Rated: 4 by Affinity from Missouri

May 02, 2022"
"1666729719-512","https://www.beeradvocate.com/beer/top-rated/","Bourbon Barrel Oro Negro","https://www.beeradvocate.com/beer/profile/1432/243557/","Rated: 4.34 by jak from North Carolina

Apr 18, 2022"
"1666729719-513","https://www.beeradvocate.com/beer/top-rated/","Bourbon Barrel Oro Negro","https://www.beeradvocate.com/beer/profile/1432/243557/","Reviewed by Snowcrash000 from Germany

4.47/5  rDev -0.2%
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5Pours a pitch-black coloration with a small, fizzy head that quickly recedes. Smells of slightly roasted, caramel malt and distinct chocolate and vanilla notes, as well as some cinnamon and hints of licorice and oak. Taste is an excellent balance of slightly roasted, caramel malt, strong milk chocolate and vanilla, lighter cinnamon and chili heat, as well as hints of dark fruit, with accents of raisin and fig, licorice, leather and bourbon-infused oak. Finishes with a light sweetness and some chocolate, vanilla, bourbon and a pleasant chili heat lingering in the aftertaste. Full mouthfeel with a rich body and light/medium carbonation.



It's been so long since I managed to get my hands on a decent mexican chocolate stout, so this BBA brew goes down a real treat. I've had regular Oro Negro before and really enjoyed it, while the BBA version feels a lot richer, with the bourbon character coming through marvellously here. While this also makes the beer a little bit more sweet and boozy, with that bourbon and additional vanilla notes really standing out, the spice and roasted notes balance this out very nicely, with the chili heat being just right for my personal taste. Overall, this makes for a very rich mexican chocolate stout with an excellent balance of sweet and spicy notes and a great bourbon character, as well as full body and mouthfeel.Apr 03, 2022"
"1666729719-514","https://www.beeradvocate.com/beer/top-rated/","Bourbon Barrel Oro Negro","https://www.beeradvocate.com/beer/profile/1432/243557/","Reviewed by drdiesel9483 from Ohio

4.58/5  rDev +2.2%
look: 4.75 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5Look - fantastic thick black with a tan head and lacing

Smell - chocolate vanilla spice and barrel

Taste - about the same as the smell 

Feel - medium full body with medium carb 

Overall - pretty tasty Mexican ba stoutFeb 01, 2022"
"1666729719-515","https://www.beeradvocate.com/beer/top-rated/","Bourbon Barrel Oro Negro","https://www.beeradvocate.com/beer/profile/1432/243557/","Rated: 4.33 by not2quick from Missouri

Jan 16, 2022"
"1666729719-516","https://www.beeradvocate.com/beer/top-rated/","Bourbon Barrel Oro Negro","https://www.beeradvocate.com/beer/profile/1432/243557/","Rated: 4.25 by Lucoli from New York

Jan 09, 2022"
"1666729719-517","https://www.beeradvocate.com/beer/top-rated/","Bourbon Barrel Oro Negro","https://www.beeradvocate.com/beer/profile/1432/243557/","Reviewed by Roguer from Connecticut

4.26/5  rDev -4.9%
look: 3.5 | smell: 4.25 | taste: 4.5 | feel: 3.75 | overall: 4.25Modest head production and retention, but it's not completely still.



Wonderful aroma. Bourbon isn't as prominent as other Jackie O's BBA stouts. Smooth and semi-sweet, with vegetal pepper notes along chocolate and vanilla.



Really nice melange of flavors on the palate. Peppers are very restrained, noticeable for my palate only from very large sips - but I get very little pepper in chili beers normally unless it's strong and prominent. Chocolate is rich and smooth; the vanilla is complementary; I don't get any cinnamon; the bourbon, as with the nose, is restrained but wonderfully complementary. Overall flavor is a big, semi-sweet imperial stout, arguably more of a dessert stout than a chili stout - quite reminiscent of the last few years of Mexican Cake.



Mouthfeel is adequately full and lively; I would prefer both more thickness and more activity, but it's a very drinkable beer.Jan 09, 2022"
"1666729719-518","https://www.beeradvocate.com/beer/top-rated/","Bourbon Barrel Oro Negro","https://www.beeradvocate.com/beer/profile/1432/243557/","Rated: 4 by micada from New York

Dec 26, 2021"
"1666729719-519","https://www.beeradvocate.com/beer/top-rated/","Bourbon Barrel Oro Negro","https://www.beeradvocate.com/beer/profile/1432/243557/","Rated: 3.75 by Juggerr from New York

Nov 14, 2021"
