productName,rating,review
Coconut B-Bomb,4.34,"Look - black thick w tan head and reading rimming and lacing

Smell - coconut chocolate a ton of barrel

Taste - toasted coconut with a ton of barrel along with chocolate and vanilla

Feel - medium full body with a light carb and creamy

Overall - really tasty warmer"
Coconut B-Bomb,4.64,"Schiuma cremosa e bel colore beige, corpo ebano con riflessi amaranto. Profumo di caffè e cioccolato, tosature di malto e cocco, vaniglia, caramello, prugna e ciliegia, lieve tabacco e bourbon. Ingresso goloso con melassa, frutta secca disidratata, cocco e vaniglia e accenno di liquirizia, successivamente le note delle tostature ed una delicata amaricatura assieme alla componente etilica placano la dolcezza. Finale dove il cocco timidamente si riaffaccia accompagnato da un rubusto ed elegante abbraccio di bourbon. Corpo medio pieno molto vellutato con bassa carbonade."
Coconut B-Bomb,4.41,"A: The beer is jet black in color. It poured with a quarter finger high dense dark tan head that left a wide collar around the edge of the glass.

S: Moderate aromas of chocolate and vanilla-like oak are present in the nose along with notes of toasted coconut.

T: The taste has lots of flavors of bourbon and associated vanilla along with notes of chocolate and toasted coconut. The alcohol is very well hidden from the taste.

M: It feels full-bodied and very smooth on the palate with a moderate amount of carbonation. The alcohol lends some warming to the finish.

O: This beer does a very good job at blending the flavors together as no one flavor overpowers the others. It is also rather drinkable considering its strength.



Serving type: bottle"
Coconut B-Bomb,4.9,"#73, yummy!"
Coconut B-Bomb,4.39,"2017 & 2018 batches were as good as advertised.



Not a stout, but close to that with complexity .



Not coconut suntan lotion, but just enough balance.



Certainly they are best fresh, not +1 year aged."
Coconut B-Bomb,4.85,"2019 vintage

Amazing stuff.

Very dark brown with a one finger beige head quickly fading away.

Coconut is very nicely present alongside the barrel notes of vanilla and reinforcing the notes of coconuts. 

It's about toffee and cocoa. 

Overall it's very balanced. 

The mouthfeel is not thin but not too thick either, preventing this to be a cloying beverage. 

A wonderful brew"
Coconut B-Bomb,4.48,Wish it was thicker but still solid coconut Ba stout
Saison Bernice,4.5,One of the best saison’s I’ve ever had. Only slightly under Cellarman which just barely took the edge for me.
Saison Bernice,4.7,"A 750ml bottle, with no bottled on or best before date. Poured into a 3 Fonteinen stemmed glass.



Appearance: A clear golden colour with a two finger pillowy white head that had good retention and left some nice lacing.



Aroma: Funk, peach, apricot, musty, oak, lemon zest, with light orange vanilla and floral notes.



Taste: Light sour, tart, and funk, stone fruit, apricot, peach, citrusy notes, lemon zest, orange peel, vanilla, peppercorn, floral.



Mouthfeel: Creamy beginning, smooth, medium to light bodied, with moderate carbonation, and a dry finish.



Overall: Really smooth and enjoyable. Just so easy to drink with its great aroma and flavours. Wish it was easier for me to get more."
Saison Bernice,4.78,"Saison Bernice is just about my favorite beer of all time. Perfect in its drinkability, its tartness, the hint of funk, it hits all the right spots for me. Truly an elegant and refined beer!"
Saison Bernice,4.5,Great representation of non-fruited saison
Saison Bernice,4.52,"Big thanks to Dimidiata for this

750 ml bottle, batch 24 5/20, poured into an Ourison glass



A- A hazy copper with a three finger white head.



S- Sour, pears, lemons, wheat, floral, wheat, mild funk, a slightly sweet sap like earthiness.



T- Sour, lemons, pears, wheat, mild funk, floral, nice earthiness.



M- Smooth, soft, fluffy, light body.



O- A wonderful saison and very easy to drink. I would have liked maybe a little more funk and a little less sour. Definitely leaning hard into how some American breweries have made saisons more sour than funky, but that doesn’t take away from how good this is."
Saison Bernice,4.44,"Bottled May, 2020. Poured relatively conservatively into a standard pint glass. Attractive hazy yellow color with a medium amount of fluffy white head, a thin layer of which lingers for some time. Tons of lacing, which is unusual, at least for the saisons / farmhouse ales I typically drink. Definitely picking up the sour on the nose, although it's not overwhelming. Taste is pleasantly tart and just the tiniest bit of funk in the aftertaste. Feel is pillowy soft and smooth. Less carbonation than I expected based on the effervescence that was present upon opening the bottle. This is a very well done saison."
Hommage,4.52,"Pours a pulpy red hue - kinda a dull garnet type of color. This is honestly one of the uglier lambics that I have cast my eyes on. Aroma is quite fantastic, a combination of raspberry jam with the slight mustiness of a kriek. It's got jammy raspberry with some overt tartness. There's also an underpinning of chamomile. They say don't meet your heroes and often times with beer, it feels like you are set up for disappointment when you have a highly sought after and/or highly regarded beer. This is a true icon of the lambic game and rightfully so."
Hommage,4.24,"Felt an appropriate day to open this, given the news of Armand's recent passing. Ruby red in the glass with a small fizzy head that dissipates quickly. Aromas are balanced between raspberry and cherry pie filling, with a nice lemony acidity from the base lambic. Flavors are tart, a bit less fruity than expected, with more of a raspberry character. Overall I like it, although not quite as much as Framboos 



85/100"
Hommage,4.61,"Two year old bottle.



Beautiful strawberry color in the glass, completely transparent if decanted - darker and murkier with the yeast, however, nearly completely opaque. I prefer my yeast be included in my Belgians (for health, of course), but I'm not holding that against the appearance score. Pale pink fizzy head, brief lived, leaving the body completely still.



Extraordinary nose: tart and fruity, but equally funky, earthy, and sharp. Earthy, dirty, mushroom-like funk; raspberry and cherry; oak and must; a great example of the oft-mocked ""horse blanket.""



The palate has less earthy funk, but it's still there, especially on the back half. Up front, it's a blend of the sharp tartness of the berries and a light white wine vinegar-like sourness. Cherry skins and raspberry on the back third and finish.



Strongly sour, more in line with many American takes on sours and wild ales than most Belgian Lambics, owing at least in part to the sharpness of the berries. Mouth puckering; lingering sourness about the gums. Swishing, swirling, and chewing is almost dangerous. There's no vinegar burn, however.



This is world class, but if more of the funkiness translated to the palate and cut through the sourness, it would be among the best beers I've ever had. As it is, it's easily one of the best fruited Lambics in the world, different in character from Cantillon, but just as good. Perhaps the funk becomes more pronounced with age."
Hommage,4.53,"375 ml. bottle.

Bottling date 07/01/2020. (July 1st)

6.3% abv.

Best before 10/26/2040.



Moderate to vigorous pour yields a 1/2 inch light pink head over a hazy cherry red body with no lacing as the head disappears in seconds.



Wonderful nose of cherry and raspberry with slight funk.



Taste mirrors nose with the funk a bit more prevalent. 

Very tart in the best way at the finish.

Wow!



Good feel after the initial appearance.



Overall, a delicious lambic!

Seek this one out!!

Cheers!!!"
Hommage,4.28,"Bottled 3 years ago (2018).



Pours deep, medium-hazy red with a finger of off-white head.



The nose is raspberry, cherry, lemon, and vinegar.



The taste opens with medium-sour lemon, vinegar, and green olive and finishes with raspberry and cherry. Very low sweetness and medium tartness. The initial pop of vinegar and green olive is somewhat off-putting, but the beer becomes more balanced and fruity as it warms and my palate adjusts.



The mouthfeel is medium for the style. Puckering tartness with a clean finish.



Overall, a very well-made lambic, maybe not my favorite flavor profile at the end of the day but it definitely grew on me. It could use a touch more jammy sweetness to offset the vinegar."
Hommage,3.43,"Blend n 71. Season 18/19





Puckery Cherry"
Hommage,4.75,"17/18 season



Pours a hazy cherry color with a slight head and lacing

Aroma has very generous cherry and raspberry hints

The taste follows the nose with an intense tart cherry and raspberry flavor

A light bodied well carbonated beer 

A great Lambic"
Hommage,4.5,"Bottled on 9/18/2013 - consumed on 7/18/2021. Poured from a caged-and-corked 375mL bottle into my Drie de Fonteinen tumbler. 



Cloudy cinnabar body supports a thin layer of very pale pink foam which dissipates to a vague collar pretty rapidly; poor retention, no legs. 



Intensely, flamboyantly aromatic - suffused with bright berry, cherry, and fine aged red wine vinegar notes. Wild and complex.



Bracing acidity, with pepper and mild cheese notes quickly overwhelmed by tart fruit. Perfectly blended lambic with nuts, peppercorn, wildflower, honey, and foraged greens emerging occasionally beneath the raspberry and barnyard notes. Some minerality but not too many tannins in the finish, which while dry, isn't puckering. 



Milky, smooth mouth-feel - could do with a tiny bit more carbonation perhaps, but it isn't bad for the style. 



A fitting tribute - one of the best examples of the style I've had in quite some time."
Oude Geuze Golden Blend,4.7,"A 750ml corked and caged bottle, blend°52, season 16/17, bottled on 11th October 2017. Served from a 3 Fonteinen lambic basket, and poured into a 3 Fonteinen gueuze glass.



Appearance: A nice clear golden colour with a one finger white head that had decent retention while leaving some nice lacing.



Aroma: Earthy, oak, rhubarb, light funk, musty, damp wood, hay, apricot, green apple, pear, with sherbet like lemon notes.



Taste: Light to moderately sour, oak, lemon peel, unripe apricot, apple skin, with light funk and notes of hay.



Mouthfeel: Dry, medium bodied with moderate carbonation.



Overall: Excellent, balanced, complex flavours and really enjoyable to drink."
Oude Geuze Golden Blend,4.5,Fantastic Lambic.
Oude Geuze Golden Blend,4.46,"First beer of 2022! Poured from a bottle (11Feb2020 - no 37 - 19|20) into a geuze glass



L: pours a turbid, darker orange yellow with a moderate, crackling white head. Moderate visible carbonation feeding the minimal head. Think I stirred the lees moving the bottle from the fridge, my bad. Second glass, while still turbid, is notably less so - more of a brighter, golden yellow. Some chunky lacing left with each sip



S: that classic, seductive 3F geuze nose. Pleasant bit of barnyard funk to open, with some bright fruit notes quickly behind. Slight cheese, assertively but appropriately acidic - on the fruit front, granny smith apple, bit of lemon flesh, some white peach. Some chardonnay grape as well. Great mix of bright fruit and complex, earthy funk



T: great swallow, delivers a nice mix of fruit and sour with bright acidity. Slight pucker at first with notes of green apple, bright and pronounced citrus. That lemon flesh character from the nose comes through well here, pleasantly sharp and leads into the medium-long finish. That more cheesy barnyard funk is more toward the finish, leaves this great lingering note with a rustic baked bread flavor as well. Flavor dances nicely in that unique way, really nice



F: medium- body, medium+ carbonation. Nicely drying, that bit of tart that suggests a nice sip



O: wonderful and tasty geuze. Bright acidity and pleasant, complex funk; solid fruit character, big fan"
Oude Geuze Golden Blend,4.54,"Bottled 11/2/20 750ml

Consumed 12/30/21



So excited to finally try this bottle that I got in a trade from Belgium. We're finally seeing a bit more 3 Fonteinen in Chicago with them dropping Intense Red and Homage in mass recently. It's a very pretty lambic. A medium hued peach in color with nice carbonation and lacing that stays around. I don't get as much off the nose as I would like while it's cold but the flavors jump out more on the tongue thankfully. As it warmed the lambic funk started to come through. There's so much happening flavor wise here. Tartness is medium to medium high. I wish there were a bit more funk but it's present. It recognizable as a 3 Fonteinen beer immediately to me. The feel is superb with the carbonation and dry finish. Overall I don't know if it's my favorite 3F, but it's up there. Worth picking up a 2nd one if you can get 2."
Oude Geuze Golden Blend,4.9,"#77, good stuff!"
Oude Geuze Golden Blend,4.11,"375 ml corked and caged green bottle, Cardinal Pub & Bar, Stavanger. ABV is 6%. The cork pops out as son as the ""cage"" wire is opened. The glass fills completely with white foam, and the slightly hazy golden beer appears slowly underneath. INTENSE and lovely aroma of farmhouse kitchen, white wine vinegar and oxidised cider apples. Smaken er intenst sur og snerpende, med preg av sitron og brettanomyces, og en merkbar bitterhet i avslutningen."
Oude Geuze Golden Blend,4.47,"L: Golden/orange with a touch of haze, thin head, and little lacing.



S: Honey, flowers, apricot, a touch of vinegar. Funky notes intermingles as well, some classic Brett barnyard character. Bready malt.



T: Very tart and tangy, apricot, honey crisp apple, honey, and some citrus flavors. Some bready malt on the finish, but stays fruity and sour the whole way through.



F: Moderate body, fine carb but nice crispness. Dry finish.



Overall: An absolute pleasure of a beer. Not super sour either, even for a vintage from 2018. I highly recommend this to any fan of the style."
La Fosse,4.34,"Blend #3.



Pours a golden-copper with notable floaties and particles suspended in the beer. Head is a finger of white foam. Aroma is lemongrass, herbal, stone, and apricot. Apricot isn't forward, molding into the surroundings for a subtle twist of sweetness. Nose has a light tanginess to it, but it's faint. Flavor profile is apricot forward, which lays on top of herbal, lemongrass, and stone. Finish is notably tangy and funky, much more so than the nose. Mouth feel is medium in thickness with a near still effervescence. Overall, soft and plump, just like a ripe apricot.



Served in a 15.5oz Speigalau tulip from a 375mL bottle."
La Fosse,4.34,"Gold in color with a faint haziness. There’s just a trace of off white on top. Smell is of fresh apricots and faint lactobacillius. I’m tasting tart lactobacillius with a sweet apricot finishz. The mouth is dry, crisp, and refreshing."
La Fosse,4.83,"I had this right after having Fuzzy at the tasting room in St. Louis and they are neck and neck. I may actually prefer La Fosse, because the apricots have a more unique aroma and tartness that set it apart from Fuzzy more significantly than anticipated."
Heavy Mettle,4.05,"Can from tfontana, thanks for the opportunity!

Hazy murky lemon orange color with a frothy white head that dissipates. Lemony grapefruity citrus with hints of mango and pineapple with a hint of pine and resin. Sweet bready malt underneath and a hint of warming alcohol. Far out and solid!"
Heavy Mettle,3.8,"**

09/26/20



Can, thanks to DC, to tulip glass. 





LOOK: murky hazy yellow, beautiful cream colored head with excellent retention. Beautiful.

AROMA: grapefruit, vegetable, cantaloupe, pineapple. A little light. 

TASTE: pine resin, general citrus tries to fend of the pine but can't quite do it. Some light touches of pepper, spice, melon. Pine dominates upfront and in the finish with a temporary splish of citrus in the middle.



FEEL: medium body, good carbonation, touch of astringency. 





Well crafted, just too bitter for my tastes.





**"
Heavy Mettle,4.46,Canned 08/24/2020. Enjoyed on 09/25/2020.
Heavy Mettle,4.46,"Pours a bright and hazy yellow. A finger of soapy white head. Solid retention, some lacing. A dense haze leading to minimal light penetration. 



Nose is sweet peach, citrus, grass, melon and grapefruit. Melons along the lines of honeydew and cantaloupe. Very nice cornucopia of fruits. Nice sweetness with a good balance of grassy hop presence. 



Taste is similar. Peach, citrus, and melon, and a relatively strong weed dankness that wasn't as present on the nose. Also it could just be a phantom effect but I get brief moments of raspberry. Medium bitterness, almost reaching something on the higher side of what you'd expect on a NEIPA. mild to medium hop burn as you drink, building on the back of the throat. Very mild cracker malt backbone. Barely shows up and is overwhelmed by the fruit, weed, and grass presence. 



Mouthfeel is medium to full-bodied for a NEIPA. Mild carbonation. The hop bitterness and alcohol level, makes this brew feel a little more harsh and bubbly than it actually is.



Overall an enjoyable NEIPA. This one is a big boy. Juicy, sweet, and dank. I personally preferred Cutting Tiles, but there is still many Trillium IPAs to try and I look forward to future entries into this brewery."
Heavy Mettle,4.31,"Fresh can courtesy of yllib. ~3 else old from brewery.

L: pure mango/orange juice with white Fluffy head. Dense head with retention. 

S: Stonefruit dominant, grapefruit. 

T: stonefruit, orange juice, citrus /Grapefruit. Fairly sweet though. A little boozy. 

F: juicy and fairly thick and creamy. 

Overall: A signature trillium style ipa."
Heavy Mettle,4.79,Smells dank and melon like. Straw colored haze with big fluffy head that leaves some drapes on the way down. Sticky long finish with sweet melon and citrus to go with slight bitterness.
Heavy Mettle,4.68,"Poured from a can dated 2 days ago (fresh!) into a tulip glass. Pours an opaque pale orange/yellow color (like white grapefruit juice) with a pretty aggressive head with decent retention. Scents of sweet tropical punch and candy. I’ve been on a hazy DIPA kick this summer, so a lot of them blend together but this one definitely has some unique notes coming through. The description by Trillium says pink starburst, and I’m definitely getting some of that- really candy like fruity flavor. I’m also getting some bitter citrus and sweet tropical fruits. Lingering bitterness from hop oils on the palate. I have to say this one sneaks up on you at 9+% because you don’t even notice it. So many beers at that level have a very obvious alcohol burn and taste but this one is totally smooth for that ABV. My first time trying heavy mettle (I’ve had one in the alloy series and death mettle) and I think this one is my fav of the bunch. May not be your bag if you don’t like the sweetness that this recipe invokes, but I’m definitely digging it."
Heavy Mettle,4.5,"Rating imported from Untappd 

Drank 9/7/2017

Amesbury MA"
Fort Point Pale Ale - Mosaic Dry Hopped,4.75,Canned 11/03/2020. Enjoyed on 11/27/2020.
Fort Point Pale Ale - Mosaic Dry Hopped,3.62,"I have to differ from the crowd on this review… I found this to have a so-so taste nondescript smell and a somewhat disagreeable pine aftertaste. Maybe it was a bad batch. Got it on April 25, 2020 from the Canton brewery."
Fort Point Pale Ale - Mosaic Dry Hopped,4.14,"Pours a slightly murky starburst dark orange with a finger and a half of white foam. Head retention is good. Aroma is earthy, citrusy, tropical fruity hops with a sprig of bready and earthy malts. Together it nets out a modestly sweet aroma. Flavor profile is tropical fruits and citrus packed in front of a lightly rindy, earthy, herbal hop blend. Hops are stacked on top of bready and earthy malts. Mouth feel is medium in thickness with a very soft carbonated texture. Overall, fun and playful with slightly rindy earthy, citrusy hops that keep it drinking smooth and balanced. Not a typical juice bomb.



Served in a 15.5oz Speigalau tulip from a 16oz can."
Fort Point Pale Ale - Mosaic Dry Hopped,4.21,"From a 16oz can dated 11/12/19 into a pint glass. Pours a very murky, nearly opaque brownish yellow with about a finger of white head. Not much retention or lacing to speak of. Strong smells of pineapple and grapefruit. Taste follows the nose, mostly pineapple with some hop bitterness and citrus tang. Pretty soft mouthfeel. Overall, another great brew from Trillium!"
Fort Point Pale Ale - Mosaic Dry Hopped,4.5,On tap at Novare
"Somewhere, Something Incredible Is Waiting To Be Known",4.51,"**

06/04/21



can to tumbler; share complements of DC.



LOOK:

Big thick black. Beautiful tan head. Excellent retention. 



AROMA: 

A lot of Maple. Brown sugar, light roasts. 



TASTE: 

Caramel. Fudge. Very sweet, even a little too much, but super tasty. 



FEEL: excellent carbonation for such a thick beer.

Really nice.



**"
"Somewhere, Something Incredible Is Waiting To Be Known",4.44,"A: Pours a pitch black color with 2 fingers of head that fades down to a thin cap



S: Roasted malt, coffee, vanilla, dark and milk chocolate, and a touch of caramel



T: Follows the nose. Starts off with a mix of roasted malt, vanilla, and coffee. Picks up the dark chocolate followed by some milk chocolate sweetness. Caramel follows soon after. Finishes with lingering roast and coffee



M: Medium-full bodied with low-moderate carbonation



O: A very good coffee stout that hits the vanilla nicely as well. Makes for a great sipper. Definitely worth checking out"
"Somewhere, Something Incredible Is Waiting To Be Known",4.43,"16oz can dated 12/12/20.



Pours oily black with a dense brown head that struggled to surface. Minimal retention or lacing. Chocolate fudge with espresso and brownie bits in the nose. Full bodied with a crushed velvet mouthfeel. Chocolate cake batter with espresso beans on the palate. Finishes sweet and chocolaty with a light roast and fudge bits."
Double Dry Hopped Melcher Street,4.71,"Enjoyed a 6 day old can poured into snifter - great tropical and dank aromas - quite hazy appearance. sweet citrus fruit taste, with a good bitter bite to balance it out Medium body, goes down smooth"
Double Dry Hopped Melcher Street,4.49,Canned 08/25/2020. Enjoyed on 09/22/2020.
Double Dry Hopped Melcher Street,4.03,"**

07/09/20



clear yellow. Some sediment. Small off white head. Ok retention.



Peach, Hay. Grapefruit.



White Grape, lemon, peach. Baking soda. Pear. 



Smooth, average carbonation. Light to medium body. 





**"
Double Dry Hopped Melcher Street,4.34,"Sweet pineapple, tropical hoppy, and hint of dank nose on this one! Taste follows with a slightly malty, tropical hoppy bitterness. This might be slightly passed it's ""drink by date"", but is still drinking nice and feels good on the palate!"
Double Dry Hopped Melcher Street,4.34,"Cloudy but not quite a milkshake. Gold to amber color. Lasting head with a blanket of lace left on the glass. 



Strong weedy, grassy aroma. Some pineapple and grapefruit as well. 



Juicy, slightly sour pale malt start. Relatively thin bodied with an elevated carbonation level. The biting hop is closest to fresh ground pepper. Moderate aftertaste which isn't overly bitter. Well-balanced with a moderate level of complexity."
Hunahpu's Imperial Stout - Bourbon Barrel-Aged,4.5,"Poured at fridge temp. Pours black as night. A minuscule layer of brown head appears and then flees. Tiny bubbles throughout. 



The nose is insane. Big toffee and dark fruit. Raspberries come to mind right away, but after a few minutes that fades a bit. In comes cocoa nibs, cinnamon, coconut, vanilla, and coffee. 



The taste is amazing. Coconut, vanilla, chocolate, and cinnamon are apparent. Maple syrup seems a lot stronger now. However, the cinnamon and coffee are strong. Flavors are intense. 



Mouthfeel is pretty thick and the beer is clearly low in carbonation. Overall, a wonderful and intense beer!"
Hunahpu's Imperial Stout - Bourbon Barrel-Aged,4.59,"Look - Fantastic thick black with a nice tan head lacing and rimming

Smell - bourbon woody caramel cinnamon vanilla blend, boozy

Taste - nice woody caramel bourbon carrel with a nice cinnamon vanilla cocoa with a very light spice

Feel - medium full body with a slight cirsp

Overall - incredible"
Hunahpu's Imperial Stout - Bourbon Barrel-Aged,5,Older bottle. Stunning
Hunahpu's Imperial Stout - Bourbon Barrel-Aged,4.82,Covid screwed up Huhaphu last March and I got some perks because of it. Wife and I travelled to Tampa from the Daytona area for a day trip and CC had a small trailer set up with several of their best brews there to taste. I NEVER thought I'd have this but am so glad I was able to try it. Amazingly smooth and apprecibly tastier than regular Imp Stout (which is great). Yay Cigar City
Hunahpu's Imperial Stout - Bourbon Barrel-Aged,4.46,"Good head production and decent retention. The body is wonderfully dark, as is the dark brown head, while it lasts.



The aroma on this is powerful and decadent. From the moment of the pour, to sitting in the glass feet away, I'm getting strong notes of chocolate, molasses, and bourbon. Up close, it's even sweeter, with vanilla, syrup, honey, and brown sugar joining the mix, along with cinnamon and chilies. The nose is, quite simply, wonderful.



Despite the sweetness of the nose, the brew is quite roasty and bitter up front. Light but noticeable pepper heat. Tons of dark fruit flavor, blackstrap molasses, oak, and bitter chocolate; slightly vegetal. Lasting prune and raisin, along with bourbon, on back third, leading to chocolate and cinnamon on the finish.



Thick and full bodied."
Hunahpu's Imperial Stout - Bourbon Barrel-Aged,4.63,"500mL bottle into a snifter

Vintage 2021



A: Pours midnight black and somewhat viscous in appearance. Immensely dark head of 1plus fingers width dissipates at a moderate rate. Leaves only a few patches of lacing. 4.75



S: Aroma is, my god. Massive cinnamon, big chocolate, vinous dark fruits, luscious bourbon, capsaicin peppery heat, red wine. Barrel notes are moderate in strength and compliment the beer wonderfully. Some base beer notes primarily roasted malt. Fire roasted marshmallows rounds it out. Goodness gracious. 4.75



T: Taste is also excellent, albeit perhaps a bit less voluptuous. I again get huge vinous and red wine notes up front, hell is actually tastes like it’s red wine barrel

aged. Next comes the cinnamon and rich, fine high cocoa content dark chocolate. On the finish there is roasted malt, charred oaky bourbon notes, some balancing bitterness. This is just wave after wave of flavors and it’s quite frankly just impressive. 4.75



M/D: Mouthfeel is full bodied and thick. ABV is not noticeable which is impressive. Drinkability, however, is quite limited. The combination of the heavy/thick feel and adjunct laden flavor profile make 500mL of this feel like 3 gallons (and this is coming from someone who drinks Bourbon County all the time and even old school 750mL Black Tuesdays without any trouble). 4



O: Overall, this is quite the beer. Normally beers this adjunct heavy can be not really my thing, but this one just pulls it off wonderfully. Probably more appropriate as an 8oz pour as opposed to a 500mL solo bottle, but still, well done Cigar City, well done. 4.5"
Speedway Stout - Vietnamese Coffee,4.48,"Look - fantastic thick black with a great lasting tan head

Smell - roasty malts with chocolate and a slight coffee

Taste - great chocolate coffee slight roasty malt

Feel - creamy medium full body with a light carb 

Overall - fantastic"
Speedway Stout - Vietnamese Coffee,4.5,"Tasted in a 6 oz sampler glass from draft at Gold Eagle Wine and Spirits on April 3, 2021. Far too many coffee stouts are overwhelmed by the bitter taste of fresh brewed coffee. This is far more subtle and much better as a result."
Speedway Stout - Vietnamese Coffee,3.9,"On tap at Cardinal Pub & Bar, Stavanger. Pitch black colour, moderate tan head. Aroma of roast malts, coffee, exotic woodwork and dark chocolate. Sweet flavour with distinct notes of coffee, vanilla and dark chocolate."
Speedway Stout - Vietnamese Coffee,4.43,Another tasty variant of a successful beer. Gets better and better as it warms. Nice bitterness but not overpowering so it balances the alcohol and offsets sweetness so that too is not overpowering.
Susan,4.51,"From a single tallboy (brought back from a NE vacation by a buddy), canned 6 weeks ago, into a La fin du monde tulip. If this is what 6 weeks out tastes like, what must it be fresh? Superb construction: gentle but full layers of tangerine, passion fruit, with an incredibly soft mouthful…next to no bitterness, but there is a kind of malty thickness that adds to and also restrains the fruity juiciness.



First beer I’ve ever had a chance to try from HF, and I wish it wasn’t an NEIPA, but even so, damn."
Susan,4.5,"Picked-up a four-pack of cans at Hill Farmstead Brewery in Greensboro Bend, Vermont for nineteen dollars. My fifteenth brew from these guys. Outstanding."
Susan,4.75,Less complex than the Edward but delicious nonetheless. Very similar with a slightly more alcoholic taste
Susan,4.21,"Nice, restrained and elegant IPA."
Susan,5,What can I say. It's perfect.
Susan,4.49,"Can dated 8/30; best by 9/27:

Loved this beer originally two weeks ago, but these had on the best by date aren't jumping out at me quite as much. I actually do not think it's because of age, just my palate being a little different when I did this review.



That aside, this is still a very good IPA, especially if I am patient enough to let it warm to the proper temperature from my cold fridge. The look is a quite highly hazed, near but not 100% opaque. As with many HF beers, the head and lacing are pretty strong.



Nose is a mix of tangerine, grapefruit, and some form of sweet fruit - I want to say a little pineapple. There's a light herbal note that comes somewhat as a muted mint to me, but is definitively a foreshadowing of some form of bitterness in the taste.



Medium heft, maybe a little less, with a prickly carbonation biting through the softer edges. More citrus rind and fruit - tangerine, orange, and some sweet ruby grapefruit, with a little huskiness from the barley and/or other grains. Not really any of the tropical fruit accent from the nose. The back end is bitter, but it has an interesting sheen of maltiness to it. Bittersweet leaning heavily on the first part, the latter keeps things from getting out of hand. As expected, a well constructed brew that brings both malt and hop to the experience."
Susan,4.61,"Pours a fairly hazy yellow-light orange. Wonderful passionfruit and orange hop flavors on the nose. The palate follows through with plenty of citrus and tropical hop flavors. A very refined, well-crafted beer where everything just works."
Susan,4.46,"Pours a bright, completely opaque, orange color. Thick, sudsy off white head forms, then dissipates leaving a quarter inch of foam in the glass along with plenty of sticky lacing. Aroma has notes of tangerine, orange marmalade, grass, dried vegetation and a slight woody character to it.



Taste follows the nose with notes of citrus, orange, orange marmalade, and peach giving way to a grassy, vegetal, woody hop character on the back end. Clearly the Riwaka are coming through on the back end. Moderately bitter, mildly sweet, completely delicious. Feel is moderately bodied, smooth, and pretty easy drinking. Moderate carbonation.



This is a really nice IPA from Hill Farmstead - they get so much out of the hops both in the aroma and taste, its impressive."
Susan,4.32,"Very, very attractive beer. Burned orange in color, but what really stands out is the gorgeous head. Dense, foamy & long lasting with extensive lacing. Aroma has lots of citrus & tropical notes, with orange being what jumps out at me the most. 



Taste has more of the tropical / citrus notes with the hops working well together. The orange detected on the nose is not present on the tongue, although some hints of grapefruit do come through. Amazingly full mouthfeel. Good beer."
Susan,4.5,"Had this beer on tap at the Mule Bar in Winooski, Vermont, just outside of Burlington. Excellent! Another good one that day that is not listed here was called ""William"" and that was superb also. This is obviously a top class brewery, worth visiting the next time we are up here."
Susan,4.49,"Appearance: Pours a rather cloudy orangeade color with a two finger head; solid persistence and streaks of lace



Smell: There are both grassy and floral tones here, with stone fruit and lemon in the mix



Taste: The flavors here are subtle but bring an interesting spectrum; stone fruit and passion fruit are featured, with a lemon aspect; the bitterness builds nicely but is held in check so that it doesn't overwhelm



Mouthfeel: Medium body with moderate carbonation



Overall: A very nice IPA but the progeny has boosted this to the top of the IPA charts; not saying it doesn't belong there but I wonder whether the subtlety would shine as much in a blind tasting"
Susan,4.49,"Received from a friend in exchange for a collection of Equilibrium DIPAs/TIPAs...



L: beautiful, rich golden maize color with a 3/4"" of thick head that dissipated after a few minutes. Somewhat opaque, owing to the unfiltered packaging.

S: some clean, piney wafts along with a noseful of citrus and sugary-sweet hops (maybe the Riwaka?). Very appealing.

T: bright citrus scent on the nose makes its way down but is quickly subdued by dank and slightly bitter (WA state?) hops that make for a really interesting APA. 

F: mild carbonation, very quaffable. Hop bitterness lingers nicely. 

O: a near-perfect rating for good reason; this is a great take on a classic variety that has been overshadowed by the new shiny toy (NE/hazy IPAs). Fantastic beer."
DFPF,4.9,"#69, the real deal holyfield!"
DFPF,5,Bottle share NEWBIES - May 2019
DFPF,4.16,"On tap(!) at Lulu's Allston 



L -- Ruby red with total clarity and a soft pink head 

S -- Passionfruit dominates the show here. Bit of lacto acidity as well

T -- Again, primarily dragonfruit and passionfruit, with a decent backbone of clean lacto acidity for sourness. Not much else going on, besides a clean wheat bill

F -- Light mouthfeel, medium+ carb. Drinkable and refreshing

O -- Not as great as Miami Madness, but still quite tasty -- I feel like many brewers are testing the waters with 'clean' sours like this



84/100"
DFPF,4.48,"This beer is one which truly lives up to the hype. At times beers like this gain a cult-like following without having the commensurate quality, but here that is far from the case.



The taste exudes the balanced fruits, and the mouthfeel is thicker than the beer itself, but not too thick where it becomes overwhelming or chewy. It is still thin and refreshing. I have had this on draft, in bottles (19 and 20 releases) and have loved every sip of it. It is well-blended and balanced, and a refreshing and enjoyable combination of tartness and fruitiness.



I love this beer!!"
DFPF,4.66,"October, 2020 release brewed in collaboration with Other Half."
DFPF,4.63,Wakefield beer brewed at Other Half. Tropical tart crusher.
